ETD_WAYBILL_NO,ETD_EBTMNO,ETD_ROUTE_NO,ETD_ROUTE_TYPE,ETD_TRIP_NO,ETD_TICKET_TYPE,ETD_TICKET_NO,ETD_TICKET_SUBNO,ETD_CUR_STOP_NO,ETD_CUR_STOP_CODE,ETD_DST_STOP_NO,ETD_DST_STOP_CODE,ETD_CUR_SUB_STAGE,ETD_DST_SUB_STAGE,ETD_ADULTS,ETD_CHILD,ETD_ADULT_FARE,ETD_CHILD_FARE,ETD_AMOUNT,ETD_ARF,ETD_BRIDGE_FEE,ETD_MISC_FEE,ETD_DATE,ETD_TD_TIME,ETD_TRIPCOLL_AMT,ETD_DOC_NO,ETD_BUS_SRV_CODE,ETD_SEASON,ETD_TOT_COL_AMT,ETD_TICKET_TYPE2,ETD_DEPOT_CODE,ETD_LAST_UPD_DATE,ETD_UID,ETD_BATTERY_VOLT,ETD_CONCN_AMOUNT,ETD_CONCN_PERCENT,ETD_CUR_STOP_NAME,ETD_DST_STOP_NAME,ETD_KMS,ETD_TICKET_TYPE_DESCR
629080,50134882,000001,1,2,1,198317,0,014,035,013,034,0,0,01,00,10,0,10,0,0,0,01-NOV-18,08:31:48,3292,********,01,N,11621,01,201,01-NOV-18,SANTHOSH,7.81,0,0,BIRUR,KADUR,6,PASSENGER
629080,50134882,000001,1,2,1,198318,0,014,035,010,028,0,0,01,00,44,0,44,0,0,0,01-NOV-18,08:31:56,3336,********,01,N,11665,01,201,01-NOV-18,SANTHOSH,7.79,0,0,BIRUR,ARSIKERE,43,PASSENGER
629080,50134882,000001,1,2,1,198319,0,014,035,013,034,0,0,01,00,10,0,10,0,0,0,01-NOV-18,08:32:20,3346,********,01,N,11675,01,201,01-NOV-18,SANTHOSH,7.82,0,0,BIRUR,KADUR,6,PASSENGER
629080,50134882,000001,1,2,1,198320,0,014,035,013,034,0,0,01,00,10,0,10,0,0,0,01-NOV-18,08:32:22,3356,********,01,N,11685,01,201,01-NOV-18,SANTHOSH,7.78,0,0,BIRUR,KADUR,6,PASSENGER
629080,50134882,000001,1,2,1,198321,0,013,034,013,034,0,0,00,00,0,0,0,0,0,0,01-NOV-18,08:36:08,3356,********,01,O,11685,01,201,01-NOV-18,SANTHOSH,7.81,0,0,KADUR,KADUR,0,STAGE CHNGE
629080,50134882,000001,1,2,1,198322,0,013,034,011,030,0,0,01,00,30,0,30,0,0,0,01-NOV-18,08:46:57,3386,********,01,N,11715,01,201,01-NOV-18,SANTHOSH,7.82,0,0,KADUR,BANAVARA,14,PASSENGER
629080,50134882,000001,1,2,1,198323,0,013,034,010,028,0,0,01,00,0,0,0,0,0,0,01-NOV-18,08:47:16,3386,833,01,N,11715,98,201,01-NOV-18,SANTHOSH,7.8,40,100,KADUR,ARSIKERE,37,STUDENT PAS
629080,50134882,000001,1,2,1,198324,0,013,034,010,028,0,0,01,00,0,0,0,0,0,0,01-NOV-18,08:48:36,3386,266,01,N,11715,98,201,01-NOV-18,SANTHOSH,7.78,40,100,KADUR,ARSIKERE,37,GENERAL PAS
629080,50134882,000001,1,2,1,198325,0,013,034,010,028,0,0,01,00,40,0,40,0,0,0,01-NOV-18,08:48:42,3426,********,01,N,11755,01,201,01-NOV-18,SANTHOSH,7.8,0,0,KADUR,ARSIKERE,37,PASSENGER
629080,50134882,000001,1,2,1,198326,0,013,034,010,028,0,0,01,00,40,0,40,0,0,0,01-NOV-18,08:48:43,3466,********,01,N,11795,01,201,01-NOV-18,SANTHOSH,7.76,0,0,KADUR,ARSIKERE,37,PASSENGER
629080,50134882,000001,1,2,1,198327,0,013,034,010,028,0,0,01,00,0,0,0,0,0,0,01-NOV-18,08:49:03,3466,700,01,N,11795,98,201,01-NOV-18,SANTHOSH,7.76,40,100,KADUR,ARSIKERE,37,GENERAL PAS
629080,50134882,000001,1,2,1,198328,0,013,034,010,028,0,0,01,00,40,0,40,0,0,0,01-NOV-18,08:49:11,3506,********,01,N,11835,01,201,01-NOV-18,SANTHOSH,7.79,0,0,KADUR,ARSIKERE,37,PASSENGER
629080,50134882,000001,1,2,1,198329,0,013,034,010,028,0,0,01,00,40,0,40,0,0,0,01-NOV-18,08:49:32,3546,********,01,N,11875,01,201,01-NOV-18,SANTHOSH,7.79,0,0,KADUR,ARSIKERE,37,PASSENGER
629080,50134882,000001,1,2,1,198330,0,013,034,010,028,0,0,01,00,40,0,40,0,0,0,01-NOV-18,08:49:35,3586,********,01,N,11915,01,201,01-NOV-18,SANTHOSH,7.74,0,0,KADUR,ARSIKERE,37,PASSENGER
629080,50134882,000001,1,2,1,198331,0,013,034,010,028,0,0,01,00,40,0,40,0,0,0,01-NOV-18,08:50:01,3626,********,01,N,11955,01,201,01-NOV-18,SANTHOSH,7.78,0,0,KADUR,ARSIKERE,37,PASSENGER
629080,50134882,000001,1,2,1,198332,0,013,034,010,028,0,0,01,00,0,0,0,0,0,0,01-NOV-18,08:50:16,3626,682,01,N,11955,98,201,01-NOV-18,SANTHOSH,7.75,40,100,KADUR,ARSIKERE,37,GENERAL PAS
629080,50134882,000001,1,2,1,198333,0,013,034,012,032,0,0,02,00,15,0,30,0,0,0,01-NOV-18,08:50:23,3656,********,01,N,11985,01,201,01-NOV-18,SANTHOSH,7.78,0,0,KADUR,MATHIGATTA,6,PASSENGER
629080,50134882,000001,1,2,1,198334,0,013,034,012,032,0,0,01,00,0,0,0,0,0,0,01-NOV-18,08:50:33,3656,475,01,N,11985,98,201,01-NOV-18,SANTHOSH,7.75,15,100,KADUR,MATHIGATTA,6,BLIND PASS
629080,50134882,000001,1,2,1,198335,0,013,034,010,028,0,0,01,00,40,0,40,0,0,0,01-NOV-18,08:50:48,3696,********,01,N,12025,01,201,01-NOV-18,SANTHOSH,7.78,0,0,KADUR,ARSIKERE,37,PASSENGER
629080,50134882,000001,1,2,1,198336,0,013,034,010,028,0,0,01,00,40,0,40,0,0,0,01-NOV-18,08:51:05,3736,********,01,N,12065,01,201,01-NOV-18,SANTHOSH,7.77,0,0,KADUR,ARSIKERE,37,PASSENGER
629080,50134882,000001,1,2,1,198337,0,013,034,010,028,0,0,01,00,40,0,40,0,0,0,01-NOV-18,08:51:07,3776,********,01,N,12105,01,201,01-NOV-18,SANTHOSH,7.71,0,0,KADUR,ARSIKERE,37,PASSENGER
629080,50134882,000001,1,2,1,198338,0,013,034,010,028,0,0,01,00,40,0,30,0,0,0,01-NOV-18,08:51:26,3806,291,01,N,12135,01,201,01-NOV-18,SANTHOSH,7.75,0,0,KADUR,ARSIKERE,37,-----------
629080,50134882,000001,1,2,1,198339,0,013,034,010,028,0,0,01,00,40,0,40,0,0,0,01-NOV-18,08:51:28,3846,********,01,N,12175,01,201,01-NOV-18,SANTHOSH,7.71,0,0,KADUR,ARSIKERE,37,PASSENGER
629080,50134882,000001,1,2,1,198340,0,013,034,010,028,0,0,01,00,40,0,40,0,0,0,01-NOV-18,08:51:30,3886,********,01,N,12215,01,201,01-NOV-18,SANTHOSH,7.67,0,0,KADUR,ARSIKERE,37,PASSENGER
629080,50134882,000001,1,2,1,198341,0,013,034,010,028,0,0,01,00,40,0,40,0,0,0,01-NOV-18,08:52:03,3926,********,01,N,12255,01,201,01-NOV-18,SANTHOSH,7.77,0,0,KADUR,ARSIKERE,37,PASSENGER
629080,50134882,000001,1,2,1,198342,0,013,034,010,028,0,0,01,00,40,0,40,0,0,0,01-NOV-18,08:52:05,3966,********,01,N,12295,01,201,01-NOV-18,SANTHOSH,7.73,0,0,KADUR,ARSIKERE,37,PASSENGER
629080,50134882,000001,1,2,1,198343,0,013,034,011,030,0,0,01,00,0,0,0,0,0,0,01-NOV-18,08:52:47,3966,669,01,N,12295,98,201,01-NOV-18,SANTHOSH,7.77,30,100,KADUR,BANAVARA,14,GENERAL PAS
629080,50134882,000001,1,2,1,198344,0,013,034,011,030,0,0,01,00,0,0,0,0,0,0,01-NOV-18,08:52:59,3966,901,01,N,12295,98,201,01-NOV-18,SANTHOSH,7.78,30,100,KADUR,BANAVARA,14,STUDENT PAS
629080,50134882,000001,1,2,1,198345,0,013,034,011,030,0,0,01,00,30,0,30,0,0,0,01-NOV-18,08:53:05,3996,********,01,N,12325,01,201,01-NOV-18,SANTHOSH,7.78,0,0,KADUR,BANAVARA,14,PASSENGER
629080,50134882,000001,1,2,1,198346,0,013,034,011,030,0,0,01,00,0,0,0,0,0,0,01-NOV-18,08:53:23,3996,697,01,N,12325,98,201,01-NOV-18,SANTHOSH,7.75,30,100,KADUR,BANAVARA,14,STUDENT PAS
629080,50134882,000001,1,2,1,198347,0,013,034,011,030,0,0,02,01,30,15,75,0,0,0,01-NOV-18,08:53:44,4071,********,01,N,12400,01,201,01-NOV-18,SANTHOSH,7.77,0,0,KADUR,BANAVARA,14,PASSENGER
629097,50134732,000001,1,2,1,221416,0,017,045,015,039,0,0,01,00,40,13,40,0,0,0,01-NOV-18,10:34:25,848,********,01,N,6701,01,201,01-NOV-18,SANTHOSH,7.92,0,0,SHIVAMOGGA,TARIKERE,38,PASSENGER
629097,50134732,000001,1,2,1,221417,0,017,045,016,042,0,0,01,00,25,13,25,0,0,0,01-NOV-18,10:34:43,873,********,01,N,6726,01,201,01-NOV-18,SANTHOSH,7.93,0,0,SHIVAMOGGA,BHADRAVATHI,12,PASSENGER
629097,50134732,000001,1,2,1,221418,0,017,045,001,001,0,0,01,00,257,13,267,1,9,0,01-NOV-18,10:34:54,1140,********,01,N,6993,01,201,01-NOV-18,SANTHOSH,7.9,0,0,SHIVAMOGGA,BENGALURU,277,PASSENGER
629097,50134732,000001,1,2,1,221419,0,017,045,016,042,0,0,02,00,25,13,50,0,0,0,01-NOV-18,10:35:16,1190,********,01,N,7043,01,201,01-NOV-18,SANTHOSH,7.92,0,0,SHIVAMOGGA,BHADRAVATHI,12,PASSENGER
629097,50134732,000001,1,2,1,221420,0,017,045,013,034,0,0,02,00,65,13,130,0,0,0,01-NOV-18,10:35:27,1320,********,01,N,7173,01,201,01-NOV-18,SANTHOSH,7.9,0,0,SHIVAMOGGA,KADUR,68,PASSENGER
629097,50134732,000001,1,2,1,221421,0,017,045,013,034,0,0,01,00,65,13,65,0,0,0,01-NOV-18,10:35:46,1385,********,01,N,7238,01,201,01-NOV-18,SANTHOSH,7.91,0,0,SHIVAMOGGA,KADUR,68,PASSENGER
629097,50134732,000001,1,2,1,221422,0,017,045,013,034,0,0,01,00,65,13,65,0,0,0,01-NOV-18,10:36:41,1450,********,01,N,7303,01,201,01-NOV-18,SANTHOSH,7.94,0,0,SHIVAMOGGA,KADUR,68,PASSENGER
629097,50134732,000001,1,2,1,221423,0,017,045,016,042,0,0,01,00,25,13,25,0,0,0,01-NOV-18,10:36:56,1475,********,01,N,7328,01,201,01-NOV-18,SANTHOSH,7.92,0,0,SHIVAMOGGA,BHADRAVATHI,12,PASSENGER
629097,50134732,000001,1,2,1,221424,0,017,045,015,039,0,0,01,00,40,13,40,0,0,0,01-NOV-18,10:37:25,1515,********,01,N,7368,01,201,01-NOV-18,SANTHOSH,7.93,0,0,SHIVAMOGGA,TARIKERE,38,PASSENGER
629097,50134732,000001,1,2,1,221425,0,017,045,015,039,0,0,02,00,40,13,80,0,0,0,01-NOV-18,10:37:43,1595,********,01,N,7448,01,201,01-NOV-18,SANTHOSH,7.92,0,0,SHIVAMOGGA,TARIKERE,38,PASSENGER
629097,50134732,000001,1,2,1,221426,0,017,045,013,034,0,0,01,00,65,13,65,0,0,0,01-NOV-18,10:38:03,1660,********,01,N,7513,01,201,01-NOV-18,SANTHOSH,7.91,0,0,SHIVAMOGGA,KADUR,68,PASSENGER
629097,50134732,000001,1,2,1,221427,0,017,045,016,042,0,0,01,00,25,13,25,0,0,0,01-NOV-18,10:38:26,1685,********,01,N,7538,01,201,01-NOV-18,SANTHOSH,7.92,0,0,SHIVAMOGGA,BHADRAVATHI,12,PASSENGER
629097,50134732,000001,1,2,1,221428,0,017,045,016,042,0,0,01,00,25,13,25,0,0,0,01-NOV-18,10:38:38,1710,********,01,N,7563,01,201,01-NOV-18,SANTHOSH,7.9,0,0,SHIVAMOGGA,BHADRAVATHI,12,PASSENGER
629097,50134732,000001,1,2,1,221429,0,017,045,015,039,0,0,01,00,40,13,40,0,0,0,01-NOV-18,10:38:57,1750,********,01,N,7603,01,201,01-NOV-18,SANTHOSH,7.9,0,0,SHIVAMOGGA,TARIKERE,38,PASSENGER
629097,50134732,000001,1,2,1,221430,0,017,045,009,024,0,0,01,00,123,13,124,1,0,0,01-NOV-18,10:39:19,1874,********,01,N,7727,01,201,01-NOV-18,SANTHOSH,7.9,0,0,SHIVAMOGGA,TIPTUR,131,PASSENGER
629097,50134732,000001,1,2,1,221431,0,017,045,013,034,0,0,01,00,65,13,65,0,0,0,01-NOV-18,10:39:37,1939,********,01,N,7792,01,201,01-NOV-18,SANTHOSH,7.9,0,0,SHIVAMOGGA,KADUR,68,PASSENGER
629097,50134732,000001,1,2,1,221432,0,017,045,016,042,0,0,01,00,25,13,19,0,0,0,01-NOV-18,10:39:59,1958,270,01,N,7811,01,201,01-NOV-18,SANTHOSH,7.9,0,0,SHIVAMOGGA,BHADRAVATHI,12,-----------
629097,50134732,000001,1,2,1,221433,0,017,045,016,042,0,0,02,00,25,13,50,0,0,0,01-NOV-18,10:40:18,2008,********,01,N,7861,01,201,01-NOV-18,SANTHOSH,7.9,0,0,SHIVAMOGGA,BHADRAVATHI,12,PASSENGER
629097,50134732,000001,1,2,1,221434,0,017,045,013,034,0,0,01,00,65,13,65,0,0,0,01-NOV-18,10:40:48,2073,********,01,N,7926,01,201,01-NOV-18,SANTHOSH,7.91,0,0,SHIVAMOGGA,KADUR,68,PASSENGER
629097,50134732,000001,1,2,1,221435,0,017,045,014,035,0,0,02,00,0,0,0,0,0,0,01-NOV-18,10:42:24,2073,071,01,N,7926,98,201,01-NOV-18,SANTHOSH,7.88,120,100,SHIVAMOGGA,BIRUR,62,STUDENT PAS
629097,50134732,000001,1,2,1,221436,0,016,042,016,042,0,0,00,00,0,0,0,0,0,0,01-NOV-18,10:44:01,2073,********,01,O,7926,01,201,01-NOV-18,SANTHOSH,7.89,0,0,BHADRAVATHI,BHADRAVATHI,0,STAGE CHNGE
629097,50134732,000001,1,2,1,221437,0,016,042,015,039,0,0,01,00,25,0,25,0,0,0,01-NOV-18,11:00:02,2098,********,01,N,7951,01,201,01-NOV-18,SANTHOSH,7.89,0,0,BHADRAVATHI,TARIKERE,26,PASSENGER
629097,50134732,000001,1,2,1,221438,0,016,042,001,001,0,0,01,00,240,0,250,1,9,0,01-NOV-18,11:00:24,2348,********,01,N,8201,01,201,01-NOV-18,SANTHOSH,7.87,0,0,BHADRAVATHI,BENGALURU,265,PASSENGER
629097,50134732,000001,1,2,1,221439,0,016,042,015,039,0,0,02,00,0,0,0,0,0,0,01-NOV-18,11:11:38,2348,933,01,N,8201,98,201,01-NOV-18,SANTHOSH,7.88,50,100,BHADRAVATHI,TARIKERE,26,STUDENT PAS
629097,50134732,000001,1,2,1,221440,0,015,039,015,039,0,0,00,00,0,0,0,0,0,0,01-NOV-18,11:17:38,2348,********,01,O,8201,01,201,01-NOV-18,SANTHOSH,7.92,0,0,TARIKERE,TARIKERE,0,STAGE CHNGE
629097,50134732,000001,1,2,1,221441,0,015,039,014,035,0,0,01,00,30,0,30,0,0,0,01-NOV-18,11:27:47,2378,********,01,N,8231,01,201,01-NOV-18,SANTHOSH,7.88,0,0,TARIKERE,BIRUR,24,PASSENGER
629097,50134732,000001,1,2,1,221442,0,015,039,013,034,0,0,01,00,33,0,33,0,0,0,01-NOV-18,11:28:03,2411,********,01,N,8264,01,201,01-NOV-18,SANTHOSH,7.85,0,0,TARIKERE,KADUR,30,PASSENGER
629097,50134732,000001,1,2,1,221443,0,014,035,014,035,0,0,00,00,0,0,0,0,0,0,01-NOV-18,11:42:00,2411,********,01,O,8264,01,201,01-NOV-18,SANTHOSH,7.88,0,0,BIRUR,BIRUR,0,STAGE CHNGE
629097,50134732,000001,1,2,1,221444,0,013,034,013,034,0,0,00,00,0,0,0,0,0,0,01-NOV-18,11:59:51,2411,********,01,O,8264,01,201,01-NOV-18,SANTHOSH,7.91,0,0,KADUR,KADUR,0,STAGE CHNGE
629097,50134732,000001,1,2,1,221445,0,013,034,005,012,0,0,01,00,130,0,131,1,0,0,01-NOV-18,12:13:06,2542,********,01,N,8395,01,201,01-NOV-18,SANTHOSH,7.9,0,0,KADUR,TUMAKURU,137,PASSENGER
629097,50134732,000001,1,2,1,221446,0,013,034,005,012,0,0,01,00,130,0,98,0,0,0,01-NOV-18,12:13:55,2640,286,01,N,8493,01,201,01-NOV-18,SANTHOSH,7.9,0,0,KADUR,TUMAKURU,137,-----------
629055,50136375,000001,1,2,1,226806,0,010,028,009,024,0,0,02,00,30,0,60,0,0,0,01-NOV-18,00:03:27,3357,********,01,N,11860,01,201,01-NOV-18,VINOD,7.72,0,0,ARSIKERE,TIPTUR,26,PASSENGER
629055,50136375,000001,1,2,1,226807,0,010,028,009,024,0,0,01,00,30,0,30,0,0,0,01-NOV-18,00:03:45,3387,********,01,N,11890,01,201,01-NOV-18,VINOD,7.7,0,0,ARSIKERE,TIPTUR,26,PASSENGER
629055,50136375,000001,1,2,1,226808,0,010,028,009,024,0,0,01,00,30,0,30,0,0,0,01-NOV-18,00:03:55,3417,********,01,N,11920,01,201,01-NOV-18,VINOD,7.69,0,0,ARSIKERE,TIPTUR,26,PASSENGER
629055,50136375,000001,1,2,1,226809,0,010,028,009,024,0,0,01,00,30,0,30,0,0,0,01-NOV-18,00:04:17,3447,********,01,N,11950,01,201,01-NOV-18,VINOD,7.7,0,0,ARSIKERE,TIPTUR,26,PASSENGER
629055,50136375,000001,1,2,1,226810,0,010,028,003,003,0,0,01,00,145,0,155,1,9,0,01-NOV-18,00:04:31,3602,********,01,N,12105,01,201,01-NOV-18,VINOD,7.69,0,0,ARSIKERE,JHCROSS/DSH,152,PASSENGER
629055,50136375,000001,1,2,1,226811,0,009,024,009,024,0,0,00,00,0,0,0,0,0,0,01-NOV-18,00:49:51,3602,********,01,O,12105,01,201,01-NOV-18,VINOD,7.73,0,0,TIPTUR,TIPTUR,0,STAGE CHNGE
629055,50136375,000001,1,2,1,226812,0,008,021,008,020,0,0,00,00,0,0,0,0,0,0,01-NOV-18,01:18:02,3602,********,01,O,12105,01,201,01-NOV-18,VINOD,7.71,0,0,KB CROSS,KB CROSS,0,STAGE CHNGE
629055,50136375,000001,1,2,1,226813,0,007,017,007,017,0,0,00,00,0,0,0,0,0,0,01-NOV-18,01:30:45,3602,********,01,O,12105,01,201,01-NOV-18,VINOD,7.71,0,0,NITTUR,NITTUR,0,STAGE CHNGE
629055,50136375,000001,1,2,1,226814,0,006,015,006,015,0,0,00,00,0,0,0,0,0,0,01-NOV-18,01:45:40,3602,********,01,O,12105,01,201,01-NOV-18,VINOD,7.71,0,0,GUBBI,GUBBI,0,STAGE CHNGE
629055,50136375,000001,1,2,1,226815,0,005,012,005,012,0,0,00,00,0,0,0,0,0,0,01-NOV-18,02:10:20,3602,********,01,O,12105,01,201,01-NOV-18,VINOD,7.73,0,0,TUMAKURU,TUMAKURU,0,STAGE CHNGE
629055,50136375,000001,1,2,1,226816,0,004,006,004,005,0,0,00,00,0,0,0,0,0,0,01-NOV-18,03:05:37,3602,********,01,O,12105,01,201,01-NOV-18,VINOD,7.73,0,0,NELAMANGALA,NELAMANGALA,0,STAGE CHNGE
629055,50136375,000001,1,2,1,226817,0,003,003,003,003,0,0,00,00,0,0,0,0,0,0,01-NOV-18,03:32:05,3602,********,01,O,12105,01,201,01-NOV-18,VINOD,7.71,0,0,JHCROSS/DSH,JHCROSS/DSH,0,STAGE CHNGE
629070,50134748,000001,1,2,1,149242,0,013,034,011,030,0,0,01,00,30,0,30,0,0,0,01-NOV-18,05:29:41,1285,********,01,N,8582,01,201,01-NOV-18,VINOD,7.73,0,0,KADUR,BANAVARA,14,PASSENGER
629070,50134748,000001,1,2,1,149243,0,013,034,005,012,0,0,01,00,130,0,131,1,0,0,01-NOV-18,05:30:25,1416,********,01,N,8713,01,201,01-NOV-18,VINOD,7.75,0,0,KADUR,TUMAKURU,137,PASSENGER
629070,50134748,000001,1,2,1,149244,0,013,034,010,028,0,0,01,00,40,0,40,0,0,0,01-NOV-18,05:30:39,1456,********,01,N,8753,01,201,01-NOV-18,VINOD,7.71,0,0,KADUR,ARSIKERE,37,PASSENGER
629070,50134748,000001,1,2,1,149245,0,013,034,001,001,0,0,02,00,193,0,406,2,9,0,01-NOV-18,05:31:18,1862,********,01,N,9159,01,201,01-NOV-18,VINOD,7.74,0,0,KADUR,BENGALURU,209,PASSENGER
629070,50134748,000001,1,2,1,149246,0,013,034,005,012,0,0,01,00,130,0,131,1,0,0,01-NOV-18,05:31:47,1993,********,01,N,9290,01,201,01-NOV-18,VINOD,7.73,0,0,KADUR,TUMAKURU,137,PASSENGER
629070,50134748,000001,1,2,1,149247,0,013,034,001,001,0,0,01,00,193,0,203,1,9,0,01-NOV-18,05:32:15,2196,********,01,N,9493,01,201,01-NOV-18,VINOD,7.73,0,0,KADUR,BENGALURU,209,PASSENGER
629070,50134748,000001,1,2,1,149248,0,012,032,012,032,0,0,00,00,0,0,0,0,0,0,01-NOV-18,05:40:35,2196,********,01,O,9493,01,201,01-NOV-18,VINOD,7.73,0,0,MATHIGATTA,MATHIGATTA,0,STAGE CHNGE
629070,50134748,000001,1,2,1,149249,0,011,030,011,030,0,0,00,00,0,0,0,0,0,0,01-NOV-18,05:52:45,2196,********,01,O,9493,01,201,01-NOV-18,VINOD,7.7,0,0,BANAVARA,BANAVARA,0,STAGE CHNGE
629070,50134748,000001,1,2,1,149250,0,011,030,009,024,0,0,01,00,40,0,40,0,0,0,01-NOV-18,05:54:25,2236,********,01,N,9533,01,201,01-NOV-18,VINOD,7.7,0,0,BANAVARA,TIPTUR,49,PASSENGER
629070,50134748,000001,1,2,1,149251,0,011,030,010,028,0,0,01,00,15,0,15,0,0,0,01-NOV-18,05:55:29,2251,********,01,N,9548,01,201,01-NOV-18,VINOD,7.69,0,0,BANAVARA,ARSIKERE,23,PASSENGER
629070,50134748,000001,1,2,1,149252,0,010,028,010,028,0,0,00,00,0,0,0,0,0,0,01-NOV-18,06:14:50,2251,********,01,O,9548,01,201,01-NOV-18,VINOD,7.73,0,0,ARSIKERE,ARSIKERE,0,STAGE CHNGE
629070,50134748,000001,1,2,1,149253,0,010,028,009,024,0,0,01,00,30,0,30,0,0,0,01-NOV-18,06:31:09,2281,********,01,N,9578,01,201,01-NOV-18,VINOD,7.7,0,0,ARSIKERE,TIPTUR,26,PASSENGER
629070,50134748,000001,1,2,1,149254,0,010,028,009,024,0,0,01,00,30,0,30,0,0,0,01-NOV-18,06:31:24,2311,********,01,N,9608,01,201,01-NOV-18,VINOD,7.63,0,0,ARSIKERE,TIPTUR,26,PASSENGER
629070,50134748,000001,1,2,1,149255,0,010,028,009,024,0,0,01,00,30,0,30,0,0,0,01-NOV-18,06:31:37,2341,********,01,N,9638,01,201,01-NOV-18,VINOD,7.65,0,0,ARSIKERE,TIPTUR,26,PASSENGER
629070,50134748,000001,1,2,1,149256,0,010,028,009,024,0,0,01,00,30,0,30,0,0,0,01-NOV-18,06:32:01,2371,********,01,N,9668,01,201,01-NOV-18,VINOD,7.67,0,0,ARSIKERE,TIPTUR,26,PASSENGER
629070,50134748,000001,1,2,1,149257,0,010,028,009,024,0,0,01,00,30,0,30,0,0,0,01-NOV-18,06:32:34,2401,********,01,N,9698,01,201,01-NOV-18,VINOD,7.68,0,0,ARSIKERE,TIPTUR,26,PASSENGER
629070,50134748,000001,1,2,1,149258,0,010,028,009,024,0,0,01,00,30,0,30,0,0,0,01-NOV-18,06:32:59,2431,********,01,N,9728,01,201,01-NOV-18,VINOD,7.68,0,0,ARSIKERE,TIPTUR,26,PASSENGER
629070,50134748,000001,1,2,1,149259,0,010,028,001,001,0,0,01,00,158,0,168,1,9,0,01-NOV-18,06:33:10,2599,********,01,N,9896,01,201,01-NOV-18,VINOD,7.62,0,0,ARSIKERE,BENGALURU,172,PASSENGER
629070,50134748,000001,1,2,1,149260,0,010,028,009,024,0,0,01,00,30,0,30,0,0,0,01-NOV-18,06:33:48,2629,********,01,N,9926,01,201,01-NOV-18,VINOD,7.65,0,0,ARSIKERE,TIPTUR,26,PASSENGER
629070,50134748,000001,1,2,1,149261,0,010,028,009,024,0,0,01,00,30,0,30,0,0,0,01-NOV-18,06:33:58,2659,********,01,N,9956,01,201,01-NOV-18,VINOD,7.61,0,0,ARSIKERE,TIPTUR,26,PASSENGER
629070,50134748,000001,1,2,1,149262,0,010,028,009,024,0,0,01,00,30,0,30,0,0,0,01-NOV-18,06:34:15,2689,********,01,N,9986,01,201,01-NOV-18,VINOD,7.63,0,0,ARSIKERE,TIPTUR,26,PASSENGER
629070,50134748,000001,1,2,1,149263,0,010,028,001,001,0,0,01,00,158,0,168,1,9,0,01-NOV-18,06:35:01,2857,********,01,N,10154,01,201,01-NOV-18,VINOD,7.65,0,0,ARSIKERE,BENGALURU,172,PASSENGER
629070,50134748,000001,1,2,1,149264,0,010,028,001,001,0,0,02,00,158,0,336,2,9,0,01-NOV-18,06:36:45,3193,2,01,N,10490,01,201,01-NOV-18,VINOD,7.64,0,0,ARSIKERE,BENGALURU,172,PASSENGER
629070,50134748,000001,1,2,1,149264,1,010,028,001,001,0,0,02,00,25,0,50,0,0,0,01-NOV-18,06:36:45,3243,2,01,N,10540,01,201,01-NOV-18,VINOD,7.64,0,0,ARSIKERE,BENGALURU,172,LUGGAGE TKT
629070,50134748,000001,1,2,1,149265,0,009,024,009,024,0,0,00,00,0,0,0,0,0,0,01-NOV-18,06:51:46,3243,********,01,O,10540,01,201,01-NOV-18,VINOD,7.7,0,0,TIPTUR,TIPTUR,0,STAGE CHNGE
629070,50134748,000001,1,2,1,149266,0,009,024,008,020,0,0,01,00,30,0,30,0,0,0,01-NOV-18,07:05:32,3273,********,01,N,10570,01,201,01-NOV-18,VINOD,7.71,0,0,TIPTUR,KB CROSS,22,PASSENGER
629070,50134748,000001,1,2,1,149267,0,009,024,008,020,0,0,01,00,30,0,30,0,0,0,01-NOV-18,07:06:01,3303,********,01,N,10600,01,201,01-NOV-18,VINOD,7.68,0,0,TIPTUR,KB CROSS,22,PASSENGER
629070,50134748,000001,1,2,1,149268,0,009,024,005,012,0,0,02,01,70,35,175,0,0,0,01-NOV-18,07:06:39,3478,********,01,N,10775,01,201,01-NOV-18,VINOD,7.67,0,0,TIPTUR,TUMAKURU,74,PASSENGER
629070,50134748,000001,1,2,1,149269,0,009,024,008,020,0,0,01,00,30,35,30,0,0,0,01-NOV-18,07:07:25,3508,********,01,N,10805,01,201,01-NOV-18,VINOD,7.69,0,0,TIPTUR,KB CROSS,22,PASSENGER
629070,50134748,000001,1,2,1,149270,0,009,024,003,003,0,0,02,00,123,35,266,2,9,0,01-NOV-18,07:07:48,3774,********,01,N,11071,01,201,01-NOV-18,VINOD,7.67,0,0,TIPTUR,JHCROSS/DSH,126,PASSENGER
629070,50134748,000001,1,2,1,149271,0,009,024,001,001,0,0,01,00,135,35,145,1,9,0,01-NOV-18,07:08:37,3919,********,01,N,11216,01,201,01-NOV-18,VINOD,7.68,0,0,TIPTUR,BENGALURU,146,PASSENGER
629080,50134882,000001,1,2,1,198348,0,013,034,008,020,0,0,01,00,83,0,83,0,0,0,01-NOV-18,08:54:09,4154,********,01,N,12483,01,201,01-NOV-18,SANTHOSH,7.73,0,0,KADUR,KB CROSS,85,PASSENGER
